   SAO	 m(phot)	 m(vis)	 dup&var	 RA(deg)	 DEC(deg)	 RAchange(deg/yr)	 DECchange(deg/yr)
 85941	 99.90	 5.00		 0	 275.07470646	 21.96136612	 0.00000504	 -0.00001556
 85956	 99.90	 5.50		 0	 275.23785682	 29.85903581	 0.00000462	 0.00001583
 85957	 99.90	 5.00		 0	 275.25436489	 28.86999915	 0.00000168	 0.00001389
 85975	 99.90	 5.70		 0	 275.53632783	 23.28515006	 0.00000378	 0.00002139
 86003	 99.90	 3.90		 0	 275.92463637	 21.76973573	 0.00005922	 -0.00006750
 86043	 99.90	 5.70		 0	 276.49508195	 29.82896067	 0.00000840	 -0.00000611
 86115	 99.90	 5.70		 0	 277.39888652	 23.86610827	 0.00000000	 -0.00000194
 86175	 99.90	 6.00		 0	 278.19229928	 23.61689446	 0.00000294	 0.00000361
 86224	 99.90	 5.80		 2	 278.87677897	 23.60566104	 0.00000126	 0.00000139
 86406	 99.90	 4.30		 0	 281.41561316	 20.54633519	 -0.00000252	 -0.00009278
 86418	 99.90	 4.90		 0	 281.51877998	 26.66207054	 0.00000546	 0.00000583
 86451	 99.90	 6.00		 0	 282.06836359	 23.51404162	 0.00000714	 -0.00000833
 86521	 99.90	 5.30		 0	 283.06860100	 21.42516051	 -0.00000168	 -0.00000222
 86558	 99.90	 5.80		 0	 283.55499307	 27.90944595	 -0.00000504	 -0.00002055
 86567	 99.90	 4.60		 0	 283.68717620	 22.64521097	 0.00000252	 0.00000111
 86673	 99.90	 5.30		 0	 284.93963088	 26.23050655	 0.00002730	 -0.00000222
 86707	 99.90	 5.50		 0	 285.32223962	 26.29139537	 -0.00000210	 -0.00000278
 86817	 99.90	 5.70		 0	 286.66002322	 24.25077795	 0.00001680	 0.00000417
 86819	 99.90	 5.50		 0	 286.65736068	 28.62862684	 0.00002436	 0.00002389
 86930	 99.90	 5.90		 0	 288.15282804	 21.55434936	 0.00000168	 -0.00000056
 86987	 99.90	 5.60		 0	 288.82255349	 21.23220487	 0.00001176	 0.00000333
 87010	 99.90	 4.60		 2	 289.05435339	 21.39050228	 -0.00000126	 -0.00000056
 87036	 99.90	 5.40		 2	 289.43179119	 23.02555539	 0.00000042	 -0.00000139
 87136	 99.90	 4.90		 0	 290.71202917	 26.26239567	 -0.00000042	 -0.00000278
 87159	 99.90	 4.90		 0	 291.03178729	 29.62132470	 0.00000546	 0.00000361
 87261	 99.90	 4.60		 0	 292.17650467	 24.66492574	 -0.00003864	 -0.00002944
 87267	 99.90	 6.00		 0	 292.23767137	 24.76874516	 0.00000000	 0.00000389
 87301	 99.90	 3.20		 0	 292.68055874	 27.95961816	 0.00000126	 -0.00000111
 87302	 99.90	 5.40		 2	 292.68901273	 27.96533800	 -0.00000294	 0.00000000
 87314	 99.90	 6.00		 0	 292.84081738	 26.61723715	 0.00001008	 0.00000750
 87385	 99.90	 5.40		 0	 293.71234265	 29.46307141	 0.00000504	 0.00000667
 87633	 99.90	 5.50		 0	 295.92897678	 25.77195623	 0.00000378	 0.00000556
 87729	 99.90	 6.00		 0	 296.95268542	 25.38395652	 0.00002520	 -0.00000722
 87813	 99.90	 4.90		 0	 297.76717329	 22.60994140	 0.00000672	 -0.00000528
 87840	 99.90	 5.70		 0	 298.00653165	 24.99258667	 -0.00000126	 0.00000361
 87883	 99.90	 4.50		 0	 298.36557750	 24.07964742	 0.00000840	 0.00001056
 87908	 99.90	 5.50		 0	 298.62968192	 24.31938623	 0.00000798	 0.00000000
 88016	 99.90	 5.70		 0	 299.79396982	 23.10127466	 -0.00002142	 0.00000167
 88071	 99.90	 4.70		 0	 300.27535710	 27.75366268	 0.00001890	 0.00000222
 88088	 99.90	 5.80		 0	 300.43629928	 24.80038103	 0.00000168	 -0.00000083
 88098	 99.90	 5.30		 2	 300.50608270	 24.93798091	 0.00002730	 0.00001944
 88133	 99.90	 5.70		 0	 300.90592430	 29.89677197	 0.00022050	 -0.00014611
 88212	 99.90	 5.10		 0	 301.72260374	 23.61445595	 0.00000462	 0.00000083
 88295	 99.90	 5.50		 0	 302.63970839	 26.90415962	 0.00000630	 0.00000361
 88330	 99.90	 5.80		 0	 302.95013761	 26.80897354	 0.00000210	 -0.00000278
 88339	 99.90	 5.90		 0	 303.00308752	 26.47877899	 0.00000252	 -0.00000306
 88391	 99.90	 5.20		 0	 303.56067077	 28.69474333	 0.00000420	 -0.00000611
 88410	 99.90	 4.80		 2	 303.81635843	 25.59190074	 0.00000252	 -0.00000167
 88416	 99.90	 5.40		 0	 303.87598789	 23.50867243	 0.00000000	 -0.00000417
 88428	 99.90	 4.70		 0	 303.94227111	 27.81428507	 -0.00001134	 0.00000222
 88451	 99.90	 5.50		 0	 304.19635449	 24.67109764	 0.00000546	 -0.00000500
 88580	 99.90	 5.40		 0	 305.51431316	 24.44603630	 0.00000000	 -0.00000194
 88664	 99.90	 5.80		 0	 306.41907228	 21.40966028	 0.00000294	 -0.00000194
 88783	 99.90	 6.00		 0	 307.74233082	 20.60577385	 0.00002772	 0.00001250
 88903	 99.90	 5.50		 0	 309.26951484	 26.46201767	 0.00000462	 -0.00000222
 88944	 99.90	 4.80		 0	 309.63065657	 21.20122962	 0.00002100	 0.00000167
 88945	 99.90	 5.00		 0	 309.63307331	 24.11607266	 0.00000336	 -0.00000056
 88959	 99.90	 5.90		 0	 309.79407737	 21.81736058	 0.00000546	 0.00000389
 89084	 99.90	 5.10		 0	 311.21889901	 25.27068100	 -0.00000924	 -0.00004972
 89216	 99.90	 5.40		 4	 312.86770369	 28.25054045	 0.00000084	 -0.00000111
 89228	 99.90	 4.80		 0	 313.03210367	 27.09694051	 -0.00002100	 -0.00001806
 89272	 99.90	 5.20		 0	 313.64024129	 28.05763810	 -0.00000042	 -0.00000056
 89332	 99.90	 5.60		 0	 314.56822470	 22.32594675	 -0.00000126	 -0.00000056
 89640	 99.90	 5.80		 0	 320.26835637	 23.85579159	 0.00007350	 -0.00003500
 89678	 99.90	 5.70		 0	 320.99524814	 24.27423370	 0.00004158	 0.00000611
 89685	 99.90	 5.70		 0	 321.14174376	 26.17446209	 0.00001512	 0.00000056
 89720	 99.90	 5.40		 0	 321.91706078	 27.60854903	 0.00001386	 0.00000528
 89752	 99.90	 4.80		 0	 322.48716946	 23.63882213	 0.00000714	 0.00000083
 89871	 99.90	 5.80		 0	 324.75483295	 20.26539039	 0.00003360	 -0.00000083
 89940	 99.90	 4.70		 2	 326.03597506	 28.74287409	 0.00009324	 -0.00006694
 89949	 99.90	 4.30		 1	 326.16142478	 25.64503400	 0.00001050	 0.00000306
 89972	 99.90	 5.50		 0	 326.51823323	 22.94888616	 0.00000210	 -0.00000083
 90040	 99.90	 5.00		 0	 327.46132153	 30.17419422	 0.00000588	 -0.00000778
 90065	 99.90	 5.60		 0	 328.12472954	 28.79342961	 -0.00001890	 -0.00001861
 90075	 99.90	 5.00		 0	 328.26578378	 25.92511764	 0.00000252	 -0.00000083
 90214	 99.90	 5.90		 0	 331.29746441	 26.67377321	 0.00001050	 0.00000889
 90217	 99.90	 5.60		 0	 331.39439745	 28.96397171	 0.00000798	 -0.00000333
 90238	 99.90	 4.00		 0	 331.75293508	 25.34507272	 0.00009282	 0.00000667
 90252	 99.90	 5.70		 0	 331.95965604	 21.70286065	 -0.00001428	 -0.00001917
 90259	 99.90	 6.00		 0	 332.07166016	 25.54348980	 -0.00001176	 -0.00001028
 90337	 99.90	 6.00		 0	 333.41114830	 28.60823240	 0.00002268	 -0.00000028
 90440	 99.90	 4.90		 2	 335.33065329	 28.33048528	 0.00000588	 0.00000056
 90544	 99.90	 6.00		 0	 337.29273306	 26.76318445	 0.00000798	 -0.00000139
 90717	 99.90	 4.90		 0	 340.43933417	 29.30759353	 -0.00000126	 -0.00000750
 90734	 99.90	 3.10		 0	 340.75070075	 30.22125814	 0.00000462	 -0.00000722
 90775	 99.90	 4.10		 0	 341.63296382	 23.56563362	 0.00001764	 -0.00000306
 90816	 99.90	 3.70		 0	 342.50097686	 24.60161732	 0.00004536	 -0.00001139
 90896	 99.90	 5.60		 0	 344.36653956	 20.76876837	 0.00006090	 0.00001639
 90981	 99.90	 2.60		 4	 345.94370730	 28.08280699	 0.00005964	 0.00003805
 91019	 99.90	 5.00		 0	 346.77802410	 25.46827588	 -0.00000126	 -0.00000861
 91022	 99.90	 5.90		 0	 346.87000735	 21.13413509	 0.00003444	 -0.00001472
 91186	 99.90	 4.60		 0	 350.15947955	 23.74036404	 0.00001008	 -0.00000194
 91253	 99.90	 4.60		 0	 351.34506716	 23.40416088	 0.00005880	 0.00001056
 91278	 99.90	 5.90		 0	 351.91829273	 25.16715093	 0.00000798	 -0.00001111
 91340	 99.90	 5.50		 0	 353.36720955	 22.49871650	 0.00000336	 -0.00000528
 91457	 99.90	 5.00		 2	 355.99789808	 29.36153810	 0.00002310	 -0.00001028
 91522	 99.90	 5.90		 0	 357.41434021	 28.84239346	 0.00002100	 0.00000694
 91611	 99.90	 4.80		 0	 359.43987852	 25.14141709	 -0.00001008	 -0.00000917
 91669	 99.90	 5.90		 2	 0.54259180	 27.08208199	 0.00026418	 -0.00027527
 91701	 99.90	 5.70		 0	 1.42494655	 13.39649945	 0.00001344	 0.00000000
 91734	 99.90	 5.70		 0	 2.25995090	 18.21203726	 0.00004032	 -0.00000667
 91750	 99.90	 5.50		 2	 2.50945921	 11.14567348	 0.00001176	 -0.00000111
 91781	 99.90	 2.90		 0	 3.30898428	 15.18356118	 0.00000084	 -0.00000333
 91792	 99.90	 4.90		 0	 3.65073024	 20.20669886	 0.00002814	 0.00000000
 91910	 99.90	 5.30		 0	 7.01221925	 17.89318957	 0.00003444	 0.00000583
 91995	 99.90	 5.90		 0	 9.19719917	 15.23160256	 0.00000126	 -0.00000528
 92072	 99.90	 5.60		 0	 11.63742500	 15.47561678	 -0.00000798	 -0.00001250
 92080	 99.90	 5.70		 0	 11.75608746	 11.97394615	 0.00001596	 -0.00000889
 92099	 99.90	 5.20		 0	 12.24464187	 16.94059189	 -0.00000042	 -0.00005667
 92145	 99.90	 5.80		 2	 13.64684657	 19.18830956	 0.00000546	 -0.00000389
 92230	 99.90	 5.60		 0	 16.27233092	 14.94613025	 0.00000210	 0.00001528
 92283	 99.90	 5.60		 0	 17.45503140	 19.65848176	 -0.00000168	 0.00000250
 92326	 99.90	 5.90		 0	 18.53196898	 16.13351408	 -0.00000672	 -0.00000694
 92436	 99.90	 5.30		 0	 21.56361180	 19.17234581	 -0.00000714	 0.00000278
 92444	 99.90	 5.60		 0	 21.67361172	 19.24042353	 0.00001470	 -0.00001667
 92463	 99.90	 6.00		 0	 22.47035393	 18.35568700	 0.00001848	 -0.00000083
 92484	 99.90	 3.70		 0	 22.87089970	 15.34576387	 0.00000840	 -0.00000167
 92520	 99.90	 6.00		 0	 23.70451692	 18.46046211	 0.00000966	 -0.00001917
 92531	 99.90	 5.90		 0	 23.97817943	 17.43353115	 0.00004452	 0.00000278
 92536	 99.90	 5.60		 0	 24.27472530	 12.14159022	 -0.00001848	 0.00001194
 92637	 99.90	 5.70		 0	 27.04549690	 16.95556729	 0.00001512	 -0.00000972
 92659	 99.90	 5.90		 0	 27.71653099	 11.04342053	 -0.00002016	 -0.00000750
 92680	 99.90	 4.80		 2	 28.38252705	 19.29585664	 0.00002310	 -0.00003111
 92681	 99.90	 4.80		 2	 28.38261414	 19.29367654	 0.00002352	 -0.00002889
 92721	 99.90	 5.20		 0	 29.33767325	 17.81752875	 0.00001050	 -0.00000556
 92822	 99.90	 5.90		 0	 32.65663674	 19.50034306	 0.00002604	 -0.00000778
 92841	 99.90	 6.00		 0	 33.26374132	 15.27983302	 0.00002814	 -0.00000639
 92877	 99.90	 5.70		 0	 34.53143725	 19.90118219	 -0.00000336	 0.00000000
 92932	 99.90	 5.50		 0	 36.20440872	 10.61065962	 0.00000588	 -0.00000389
 93022	 99.90	 5.70		 0	 39.15788918	 12.44767642	 0.00007980	 -0.00002389
 93062	 99.90	 5.70		 2	 40.59155615	 20.01154306	 0.00000882	 -0.00001194
 93082	 99.90	 5.80		 0	 41.13728146	 15.31176110	 -0.00000042	 -0.00000528
 93083	 99.90	 5.20		 0	 41.23991485	 12.44578222	 0.00003486	 -0.00002333
 93118	 99.90	 6.00		 0	 42.13377746	 18.28372576	 0.00001302	 -0.00001000
 93127	 99.90	 5.30		 2	 42.32301116	 17.46428410	 -0.00000042	 -0.00000417
 93144	 99.90	 5.50		 0	 42.87334878	 15.08202500	 0.00000966	 -0.00000750
 93189	 99.90	 5.90		 0	 43.95206998	 18.33163422	 -0.00000252	 -0.00000472
 93195	 99.90	 5.60		 0	 44.10892411	 18.02316738	 0.00008106	 -0.00005861
 93276	 99.90	 5.80		 0	 46.59873315	 13.18732165	 0.00000000	 -0.00001667
 93320	 99.90	 5.90		 0	 47.66195871	 11.87254862	 0.00001176	 -0.00000722
 93328	 99.90	 4.50		 0	 47.90732110	 19.72670960	 0.00004494	 -0.00000278
 93463	 99.90	 5.10		 0	 52.60208567	 11.33644271	 -0.00000252	 -0.00000500
 93469	 99.90	 4.30		 0	 52.71830618	 12.93670180	 0.00000588	 -0.00000028
 93557	 99.90	 5.50		 0	 55.57889927	 19.70030712	 0.00000042	 -0.00000333
 93611	 99.90	 5.00		 2	 57.06788705	 11.14341259	 0.00000798	 -0.00000611
 93650	 99.90	 6.00		 0	 58.29189608	 17.32710363	 0.00004200	 -0.00000806
 93719	 99.90	 4.00		 4	 60.17011313	 12.49037382	 -0.00000168	 -0.00000306
 93721	 99.90	 5.80		 0	 60.20323813	 18.19387850	 0.00003864	 -0.00000917
 93775	 99.90	 5.90		 2	 61.92510526	 15.16271639	 0.00003822	 -0.00000667
 93784	 99.90	 6.00		 0	 62.25649328	 13.39832432	 0.00000420	 -0.00000278
 93785	 99.90	 5.70		 0	 62.29159326	 19.60922915	 0.00003192	 -0.00000889
 93868	 99.90	 3.90		 0	 64.94838977	 15.62760306	 0.00003360	 -0.00000722
 93872	 99.90	 5.60		 0	 64.99038988	 14.03518834	 0.00003360	 -0.00000583
 93874	 99.90	 6.00		 0	 65.10447327	 18.74245943	 0.00003192	 -0.00001194
 93876	 99.90	 5.30		 0	 65.15132748	 15.09541102	 0.00003108	 -0.00000667
 93892	 99.90	 5.80		 0	 65.51463614	 14.07711626	 0.00003276	 -0.00000722
 93897	 99.90	 3.90		 0	 65.73374444	 17.54250088	 0.00003150	 -0.00000806
 93900	 99.90	 5.70		 0	 65.85438190	 16.77723125	 0.00003024	 -0.00000778
 93907	 99.90	 4.80		 0	 66.02405711	 17.44397560	 0.00003234	 -0.00001056
 93918	 99.90	 6.00		 0	 66.23805291	 19.04173201	 0.00003108	 -0.00001222
 93923	 99.90	 4.20		 2	 66.37245682	 17.92813428	 0.00003192	 -0.00000778
 93932	 99.90	 4.60		 0	 66.58653227	 15.61831140	 0.00003234	 -0.00000639
 93935	 99.90	 4.90		 0	 66.65174062	 14.71374994	 -0.00000084	 -0.00000917
 93943	 99.90	 5.80		 2	 66.86993620	 11.21253710	 -0.00000084	 -0.00000083
 93948	 99.90	 6.00		 0	 67.09767841	 14.74091388	 0.00003108	 -0.00000667
 93950	 99.90	 5.30		 0	 67.10993226	 16.35986401	 0.00000168	 0.00000778
 93954	 99.90	 3.60		 0	 67.15418639	 19.18042050	 0.00003192	 -0.00001028
 93955	 99.90	 4.00		 0	 67.14368637	 15.96218073	 0.00002982	 -0.00000750
 93957	 99.90	 3.60		 0	 67.16550346	 15.87090280	 0.00002982	 -0.00000694
 93960	 99.90	 5.10		 0	 67.20924479	 13.04764366	 0.00003150	 -0.00000389
 93970	 99.90	 5.70		 2	 67.53582856	 15.63810308	 0.00002940	 -0.00000667
 93975	 99.90	 4.80		 0	 67.64027422	 16.19398063	 0.00003108	 -0.00000750
 93978	 99.90	 5.50		 0	 67.66207012	 15.69190556	 0.00002982	 -0.00000639
 93979	 99.90	 5.50		 0	 67.65564497	 13.72437982	 0.00003066	 -0.00000639
 93993	 99.90	 6.00		 0	 67.96565764	 15.85163880	 0.00002940	 -0.00000750
 94007	 99.90	 4.80		 0	 68.46210340	 14.84440270	 0.00002898	 -0.00000722
 94026	 99.90	 4.40		 2	 68.91364530	 10.16087040	 0.00001554	 -0.00001278
 94027	 99.90	 1.10		 0	 68.98020411	 16.50927255	 0.00001890	 -0.00005278
 94043	 99.90	 5.80		 0	 69.53936242	 16.03342520	 0.00002688	 -0.00000639
 94044	 99.90	 4.30		 0	 69.53935841	 12.51091551	 0.00002856	 -0.00000333
 94051	 99.90	 5.10		 0	 69.78847940	 15.79982506	 0.00001134	 -0.00002000
 94054	 99.90	 4.90		 0	 69.81874591	 15.91805838	 0.00002352	 -0.00000472
 94063	 99.90	 5.40		 0	 70.01418360	 12.19772635	 -0.00000042	 -0.00000250
 94095	 99.90	 5.40		 0	 71.10764186	 11.14610377	 0.00002856	 -0.00000417
 94111	 99.90	 5.40		 0	 71.50733392	 11.70567919	 0.00002058	 -0.00000139
 94164	 99.90	 5.10		 0	 72.84365131	 18.83983192	 0.00002436	 -0.00001000
 94176	 99.90	 5.20		 0	 73.13317215	 14.25059934	 -0.00000042	 -0.00001611
 94197	 99.90	 5.10		 0	 73.69540953	 11.42599032	 -0.00000378	 0.00000556
 94201	 99.90	 4.70		 0	 73.72400529	 10.15072561	 0.00001302	 -0.00003667
 94212	 99.90	 5.70		 0	 73.95945551	 15.04007760	 0.00000504	 -0.00000583
 94218	 99.90	 4.30		 2	 74.09286419	 13.51442165	 -0.00002100	 -0.00001278
 94227	 99.90	 5.70		 0	 74.34306005	 17.15366179	 -0.00000378	 -0.00000194
 94240	 99.90	 6.00		 2	 74.74754319	 14.54288012	 0.00000168	 -0.00000472
 94290	 99.90	 4.60		 0	 76.14229371	 15.40404458	 0.00000462	 -0.00000972
 94332	 99.90	 5.00		 2	 76.86258556	 18.64499011	 0.00015876	 0.00000444
 94359	 99.90	 4.90		 0	 77.42489858	 15.59725290	 0.00000042	 -0.00000361
 94377	 99.90	 5.40		 0	 77.92337376	 16.04566415	 0.00000252	 0.00000222
 94426	 99.90	 5.50		 0	 79.01738263	 11.34131228	 -0.00000084	 -0.00000278
 94526	 99.90	 5.10		 0	 81.10605403	 17.38346150	 0.00007224	 -0.00000250
 94554	 99.90	 5.30		 0	 81.79204175	 17.96214793	 0.00000168	 -0.00000639
 94566	 99.90	 5.50		 0	 81.94015827	 15.87411652	 0.00000168	 -0.00000611
 94573	 99.90	 6.00		 0	 82.00685860	 17.23899243	 0.00000588	 -0.00001389
 94596	 99.90	 5.80		 0	 82.60876301	 15.36027231	 -0.00000798	 -0.00001389
 94628	 99.90	 4.70		 0	 83.05327128	 18.59431484	 0.00000084	 -0.00000028
 94630	 99.90	 6.00		 2	 83.05906331	 17.05815600	 -0.00000042	 -0.00000250
 94649	 99.90	 5.50		 0	 83.38178419	 18.54023448	 -0.00000042	 0.00000000
 94652	 99.90	 5.60		 0	 83.47601344	 14.30567436	 -0.00000252	 -0.00000111
 94671	 99.90	 5.60		 2	 83.80573816	 10.24010648	 0.00000630	 -0.00000222
 94700	 99.90	 5.40		 0	 84.26570082	 17.04035877	 0.00001344	 -0.00000861
 94759	 99.90	 4.90		 2	 85.32392617	 16.53400600	 0.00000252	 -0.00000500
 94848	 99.90	 5.90		 0	 86.68959792	 15.82245576	 0.00000126	 -0.00000111
 94855	 99.90	 5.70		 0	 86.80495614	 14.48838837	 0.00000294	 -0.00001083
 94858	 99.90	 5.50		 0	 86.85915167	 17.72910357	 -0.00000126	 -0.00000167
 94864	 99.90	 5.20		 0	 86.92910583	 13.89956058	 0.00000378	 -0.00000389
 94888	 99.90	 4.90		 0	 87.38730607	 12.65119625	 -0.00000546	 -0.00000667
 94904	 99.90	 5.70		 0	 87.62036877	 14.30568295	 0.00000168	 -0.00000972
 94942	 99.90	 6.00		 0	 88.09767315	 19.86802396	 -0.00000084	 0.00000083
 94945	 99.90	 5.60		 0	 88.09287749	 14.17174371	 -0.00000588	 -0.00000139
 94986	 99.90	 5.90		 0	 88.73621937	 19.74953224	 -0.00000084	 -0.00000222
 95075	 99.90	 5.80		 2	 89.72169854	 12.80874366	 -0.00000378	 0.00000583
 95166	 99.90	 5.20		 0	 90.86385307	 19.69064018	 -0.00000042	 -0.00000472
 95170	 99.90	 6.00		 0	 90.85308260	 11.68077385	 -0.00000462	 -0.00000417
 95259	 99.90	 4.40		 0	 91.89302887	 14.76846056	 0.00000168	 -0.00000583
 95352	 99.90	 5.90		 0	 92.86633325	 13.63858795	 -0.00000168	 -0.00000472
 95359	 99.90	 5.70		 0	 93.00563310	 19.79059900	 0.00000042	 -0.00000278
 95362	 99.90	 4.40		 0	 92.98508739	 14.20876596	 0.00000084	 -0.00000556
 95365	 99.90	 4.90		 0	 93.01380405	 16.13050835	 0.00000252	 -0.00000389
 95419	 99.90	 5.70		 0	 93.61904193	 17.90629541	 -0.00000252	 -0.00000333
 95432	 99.90	 5.20		 2	 93.71197916	 19.15630413	 -0.00002898	 -0.00005222
 95444	 99.90	 5.80		 0	 93.78553378	 13.85116626	 0.00000882	 0.00000278
 95447	 99.90	 5.30		 0	 93.85477519	 16.14319765	 0.00000084	 -0.00000333
 95457	 99.90	 5.40		 0	 93.93743756	 12.55111539	 0.00000000	 0.00000028
 95476	 99.90	 5.10		 0	 94.11095846	 12.27214042	 0.00002352	 0.00005139
 95502	 99.90	 6.00		 2	 94.52300464	 14.38279393	 -0.00000588	 0.00000056
 95543	 99.90	 6.00		 0	 95.01771320	 14.65118579	 -0.00000084	 -0.00000389
 95599	 99.90	 6.00		 0	 95.65230486	 12.57014046	 -0.00000924	 -0.00001028
 95659	 99.90	 4.70		 4	 96.36709288	 14.72198048	 -0.00000420	 -0.00000056
 95766	 99.90	 5.80		 2	 97.78963472	 11.25095967	 -0.00000126	 -0.00000444
 95788	 99.90	 5.10		 0	 97.95114356	 11.54454277	 0.00000378	 0.00000889
 95830	 99.90	 5.60		 0	 98.40059359	 14.15519955	 -0.00000546	 -0.00002361
 95912	 99.90	 1.90		 0	 99.42806485	 16.39928352	 0.00001260	 -0.00001167
 95963	 99.90	 5.90		 2	 99.94833134	 12.98314062	 -0.00000966	 -0.00000028
 96015	 99.90	 5.10		 0	 100.60136939	 17.64527007	 0.00000126	 -0.00002417
 96051	 99.90	 4.60		 2	 100.99709028	 13.22787963	 -0.00000084	 -0.00001611
 96074	 99.90	 3.40		 0	 101.32236942	 12.89555482	 -0.00003318	 -0.00005333
 96161	 99.90	 5.70		 0	 102.45762439	 16.20290560	 -0.00000546	 -0.00000250
 96179	 99.90	 5.90		 0	 102.60619527	 13.41327451	 -0.00000084	 -0.00000056
 96265	 99.90	 4.70		 2	 103.66121205	 13.17776013	 0.00002226	 -0.00002278
 96294	 99.90	 5.90		 0	 104.10734122	 9.95639774	 -0.00000756	 -0.00000528
 96363	 99.90	 5.90		 0	 105.06582088	 16.07895874	 -0.00000210	 -0.00000139
 96403	 99.90	 5.90		 0	 105.57270880	 15.33617771	 0.00000000	 -0.00000444
 96409	 99.90	 6.00		 0	 105.63952086	 16.67426153	 0.00000504	 -0.00000417
 96429	 99.90	 5.30		 0	 105.90849198	 10.95161776	 -0.00000210	 -0.00000528
 96535	 99.90	 5.60		 2	 107.09178834	 15.93074998	 -0.00000252	 -0.00002750
 96638	 99.90	 5.30		 4	 108.34285130	 16.15897519	 0.00000420	 -0.00001139
 96672	 99.90	 5.80		 0	 108.63580530	 12.11588503	 -0.00001554	 -0.00000472
 96746	 99.90	 3.60		 0	 109.52321009	 16.54038646	 -0.00001428	 -0.00001000
 96871	 99.90	 5.30		 0	 111.24243131	 11.66959028	 -0.00000462	 -0.00000389
 96952	 99.90	 4.90		 0	 112.44914846	 12.00657954	 0.00000042	 -0.00000528
 96985	 99.90	 5.60		 0	 112.95169050	 17.08595592	 0.00001302	 -0.00002194
 97016	 99.90	 5.10		 0	 113.40200283	 15.82665038	 -0.00000546	 -0.00000333
 97120	 99.90	 5.20		 0	 114.86923711	 17.67464792	 0.00000126	 0.00000111
 97157	 99.90	 5.80		 0	 115.51341608	 14.20857173	 -0.00000126	 -0.00000194
 97221	 99.90	 5.00		 0	 116.53112929	 18.51002584	 -0.00002184	 -0.00001611
 97224	 99.90	 5.30		 0	 116.56761239	 10.76832334	 -0.00000756	 -0.00000611
 97399	 99.90	 6.00		 0	 119.24772600	 15.79027500	 -0.00000798	 -0.00001139
 97472	 99.90	 5.80		 0	 120.19715980	 17.30864808	 -0.00000294	 -0.00000111
 97485	 99.90	 5.90		 0	 120.37624699	 16.45528672	 0.00000126	 -0.00000139
 97542	 99.90	 5.10		 0	 121.26876831	 13.11814385	 -0.00001008	 -0.00001833
 97645	 99.90	 5.10		 2	 123.05293144	 17.64774811	 0.00001932	 -0.00003750
 97646	 99.90	 6.00		 2	 123.05530636	 17.64768108	 0.00002856	 -0.00003000
 97694	 99.90	 6.00		 4	 124.14139866	 11.72629021	 0.00000378	 -0.00000278
 97781	 99.90	 5.90		 0	 125.84098690	 18.33224843	 -0.00001596	 -0.00000750
 97819	 99.90	 5.80		 0	 126.68293264	 12.65470161	 -0.00000756	 -0.00002778
 97843	 99.90	 5.90		 0	 127.15559950	 14.21080225	 -0.00000420	 -0.00000306
 97881	 99.90	 5.60		 0	 127.89894546	 18.09441471	 -0.00001722	 -0.00001556
 98069	 99.90	 5.70		 0	 130.80166758	 12.68088808	 -0.00000042	 0.00000083
 98087	 99.90	 4.20		 0	 131.17126788	 18.15428137	 -0.00000546	 -0.00006361
 98089	 99.90	 5.60		 0	 131.18773871	 10.08167844	 -0.00000378	 -0.00000500
 98117	 99.90	 5.70		 0	 131.73332650	 12.10990450	 -0.00001974	 -0.00001444
 98230	 99.90	 5.90		 4	 133.84547716	 17.23135891	 0.00000042	 0.00000250
 98235	 99.90	 5.70		 0	 133.98163146	 11.62607355	 -0.00000252	 -0.00000278
 98247	 99.90	 5.20		 0	 134.31225630	 15.32264444	 0.00001638	 0.00000472
 98250	 99.90	 5.60		 0	 134.39665645	 15.58147249	 0.00001680	 0.00000806
 98267	 99.90	 4.30		 0	 134.62187306	 11.85774052	 0.00001008	 -0.00000861
 98378	 99.90	 5.10		 0	 136.93680329	 10.66821497	 -0.00000546	 -0.00000222
 98456	 99.90	 5.60		 0	 138.80778733	 14.94155804	 -0.00001176	 -0.00000222
 98627	 99.90	 5.10		 0	 142.98650524	 11.29980147	 -0.00002604	 -0.00002278
 98673	 99.90	 5.90		 0	 144.26087670	 16.43795876	 -0.00000336	 -0.00000083
 98709	 99.90	 3.80		 0	 145.28771885	 9.89230608	 -0.00004032	 -0.00001028
 98733	 99.90	 5.60		 0	 145.93296868	 14.02170491	 0.00000084	 -0.00000083
 98755	 99.90	 5.90		 0	 146.59720233	 11.80997072	 -0.00000462	 0.00000417
 98769	 99.90	 5.00		 4	 146.88965270	 11.42876515	 0.00000042	 -0.00001167
 98876	 99.90	 5.20		 0	 149.55575748	 12.44476808	 -0.00000714	 -0.00000444
 98955	 99.90	 3.60		 0	 151.83318360	 16.76264489	 -0.00000042	 -0.00000028
