   SAO	 m(phot)	 m(vis)	 dup&var	 RA(deg)	 DEC(deg)	 RAchange(deg/yr)	 DECchange(deg/yr)
215185	 99.90	 6.00		 0	 9.96647034	 -44.79668571	 0.00001764	 0.00000000
215194	 99.90	 4.60		 0	 10.33152480	 -46.08500240	 -0.00000630	 -0.00000028
215221	 99.90	 6.00		 0	 11.23778335	 -42.67677377	 -0.00003234	 -0.00002944
215232	 99.90	 5.80		 2	 11.43990002	 -47.55173935	 0.00007644	 0.00002389
215343	 99.90	 5.30		 0	 15.70504291	 -46.39734415	 0.00000042	 0.00000194
215365	 99.90	 3.40		 1	 16.52102277	 -46.71871113	 -0.00001092	 -0.00000028
215374	 99.90	 5.10		 0	 16.94951457	 -41.48712846	 0.00001512	 0.00000111
215428	 99.90	 4.90		 0	 18.79640686	 -45.53148601	 0.00026754	 0.00005083
215492	 99.90	 5.30		 0	 21.16996616	 -41.49241458	 0.00000798	 -0.00000861
215516	 99.90	 3.40		 0	 22.09147858	 -43.31824608	 -0.00000504	 -0.00005778
215536	 99.90	 4.00		 0	 22.81290833	 -49.07270621	 0.00005964	 0.00004222
215696	 99.90	 4.40		 0	 28.41162702	 -46.30261929	 -0.00003318	 -0.00002417
215697	 99.90	 5.00		 0	 28.59172261	 -42.49705976	 -0.00001260	 -0.00000917
215715	 99.90	 4.70		 0	 29.29177702	 -47.38506702	 0.00004242	 0.00000444
215726	 99.90	 5.40		 0	 29.91156460	 -42.03055105	 -0.00002058	 -0.00002861
215739	 99.90	 5.00		 0	 30.42667332	 -44.71343548	 -0.00001008	 -0.00001278
215785	 99.90	 5.80		 0	 32.28862009	 -43.51662133	 -0.00001848	 -0.00001472
215831	 99.90	 5.90		 0	 33.63306604	 -41.16680082	 -0.00000630	 -0.00000778
215906	 99.90	 4.40		 0	 36.74652153	 -47.70393934	 0.00001092	 -0.00000306
215996	 99.90	 4.50		 0	 39.94988502	 -42.89161812	 0.00003864	 -0.00000722
215999	 99.90	 4.10		 0	 40.16691005	 -39.85538934	 0.00005124	 -0.00000833
216112	 99.90	 3.40		 2	 44.56527026	 -40.30460618	 -0.00001806	 0.00000639
216113	 99.90	 3.40		 0	 44.56539517	 -40.30473108	 -0.00001638	 0.00000528
216114	 99.90	 4.40		 2	 44.56793681	 -40.30452826	 -0.00002352	 0.00000500
216150	 99.90	 5.70		 0	 45.73272891	 -46.97503650	 0.00001050	 0.00000083
216209	 99.90	 5.90		 0	 48.10736709	 -44.41946849	 0.00003738	 -0.00000028
216246	 99.90	 5.80		 0	 49.36050531	 -47.75170341	 -0.00000630	 0.00000667
216263	 99.90	 4.30		 0	 49.98211374	 -43.06968201	 0.00116886	 0.00020305
216347	 99.90	 5.70		 0	 52.47913976	 -42.63429867	 -0.00002856	 -0.00000028
216357	 99.90	 6.00		 0	 52.65454398	 -47.37512276	 0.00003402	 0.00000500
216405	 99.90	 4.60		 0	 54.27359437	 -40.27465881	 -0.00000294	 -0.00000806
216470	 99.90	 5.70		 0	 56.31580748	 -47.35973081	 -0.00000462	 -0.00000556
216540	 99.90	 5.80		 0	 58.38895001	 -46.89360542	 0.00001386	 -0.00001028
216546	 99.90	 5.60		 2	 58.59634992	 -40.35703928	 -0.00000756	 0.00000111
216682	 99.90	 4.90		 0	 62.71080600	 -41.99357635	 0.00007392	 0.00001750
216710	 99.90	 3.80		 0	 63.50053120	 -42.29450937	 0.00001764	 -0.00005861
216749	 99.90	 5.10		 2	 64.81936077	 -44.26816289	 0.00002436	 -0.00001278
216850	 99.90	 5.20		 0	 67.70896157	 -44.95371058	 0.00000420	 -0.00000111
216926	 99.90	 4.50		 0	 70.14036270	 -41.86388158	 -0.00005376	 -0.00002194
217032	 99.90	 6.00		 2	 72.56767177	 -41.32079532	 0.00000210	 0.00001806
217140	 99.90	 5.40		 0	 75.70271059	 -49.15149538	 -0.00001890	 0.00000667
217164	 99.90	 4.90		 0	 76.24166468	 -49.57787583	 0.00002940	 -0.00000111
217325	 99.90	 5.90		 0	 81.23152496	 -44.22575999	 0.00000000	 0.00000111
217340	 99.90	 5.90		 0	 81.77208734	 -40.94365087	 0.00000294	 0.00002611
217368	 99.90	 5.50		 0	 82.53954224	 -47.07768651	 0.00001008	 -0.00003778
217382	 99.90	 5.80		 0	 82.90031727	 -45.92516946	 0.00001134	 0.00001056
217422	 99.90	 6.00		 0	 84.01147592	 -47.31395032	 -0.00000546	 -0.00000472
217450	 99.90	 5.80		 0	 84.68155088	 -40.70748389	 -0.00000168	 0.00000250
217521	 99.90	 5.10		 2	 86.61390158	 -46.59696959	 0.00000210	 0.00000556
217648	 99.90	 5.70		 0	 89.65683224	 -44.03442410	 -0.00000042	 0.00000389
217650	 99.90	 4.00		 0	 89.78676536	 -42.81529037	 0.00000882	 -0.00000444
217706	 99.90	 5.80		 2	 91.16745320	 -45.07894373	 -0.00002772	 0.00007083
217730	 99.90	 5.50		 0	 91.97061197	 -42.15393183	 0.00000042	 -0.00000389
217753	 99.90	 5.60		 0	 92.54310416	 -40.35372529	 -0.00000966	 0.00002111
217922	 99.90	 5.90		 2	 96.43183427	 -48.17716140	 -0.00000210	 -0.00000861
218071	 99.90	 3.20		 0	 99.44028146	 -43.19593502	 0.00000042	 -0.00000111
218093	 99.90	 5.00		 2	 99.65690657	 -48.22040884	 0.00000336	 0.00000333
218235	 99.90	 5.00		 0	 102.47751979	 -46.61455023	 0.00000042	 0.00010361
218296	 99.90	 6.00		 0	 103.61144950	 -42.36542610	 0.00000336	 0.00000667
218324	 99.90	 4.90		 0	 104.06684569	 -48.72108991	 0.00000252	 0.00000278
218421	 99.90	 5.80		 2	 105.98875022	 -43.60809064	 -0.00004074	 0.00010750
218424	 99.90	 5.30		 0	 106.01169604	 -42.33739871	 -0.00000378	 0.00001889
218427	 99.90	 5.10		 0	 105.97395014	 -49.58380652	 -0.00001932	 0.00004055
218465	 99.90	 5.90		 0	 106.77952164	 -40.89328672	 -0.00000252	 0.00000111
218513	 6.30	 5.10		 0	 107.69750521	 -48.93192585	 -0.00001008	 0.00005611
218514	 99.90	 5.10		 0	 107.69785930	 -48.93187027	 -0.00000672	 0.00005722
218525	 99.90	 5.40		 0	 108.06578886	 -40.49890311	 -0.00000672	 -0.00000417
218537	 99.90	 4.50		 0	 108.14014277	 -46.75945303	 -0.00005418	 0.00002805
218546	 99.90	 5.00		 0	 108.30576774	 -45.18304103	 -0.00000756	 -0.00002750
218549	 99.90	 3.10		 4	 108.38483479	 -44.63967172	 0.00004494	 0.00009166
218567	 99.90	 4.90		 0	 108.65908458	 -48.27174760	 0.00000168	 0.00000111
218570	 99.90	 5.80		 0	 108.69128883	 -46.84985033	 -0.00000756	 -0.00000222
218589	 99.90	 5.50		 0	 109.06466837	 -46.77441411	 0.00000336	 0.00000972
218618	 99.90	 6.00		 0	 109.51744327	 -43.98655747	 -0.00000588	 0.00000028
218755	 99.90	 3.30		 0	 112.30786103	 -43.30147675	 -0.00001974	 0.00005222
218841	 99.90	 5.90		 0	 114.18304084	 -48.82998115	 -0.00000126	 0.00000222
218852	 99.90	 5.60		 0	 114.57597830	 -48.60125632	 0.00000084	 0.00000250
218923	 99.90	 5.20		 0	 115.73836226	 -45.17324115	 -0.00002604	 -0.00015500
218932	 99.90	 5.10		 0	 115.92482055	 -40.93415925	 0.00005040	 -0.00005222
219000	 99.90	 5.30		 0	 116.88135445	 -46.60855537	 -0.00000084	 0.00000139
219006	 99.90	 6.00		 0	 117.03557527	 -40.65235616	 -0.00000126	 -0.00000806
219018	 99.90	 4.60		 0	 117.08442108	 -47.07767791	 -0.00003612	 -0.00002167
219034	 99.90	 6.00		 0	 117.30365888	 -46.85767809	 0.00000000	 0.00000306
219035	 99.90	 4.30		 2	 117.30969614	 -46.37328335	 0.00000000	 0.00000167
219082	 99.90	 3.80		 0	 118.05438397	 -40.57590637	 -0.00000336	 0.00000056
219106	 99.90	 4.80		 0	 118.26559233	 -49.61304858	 0.00000084	 0.00000444
219111	 99.90	 4.30		 0	 118.32595919	 -48.10304756	 0.00000168	 0.00000028
219157	 99.90	 6.00		 2	 118.94380902	 -43.84500763	 -0.00000462	 0.00000056
219186	 99.90	 6.00		 0	 119.24127163	 -42.40620409	 0.00001134	 0.00000639
219189	 99.90	 5.40		 0	 119.24113870	 -43.50032411	 0.00000042	 0.00000361
219197	 99.90	 5.10		 2	 119.32723824	 -44.10981048	 0.00000168	 0.00000222
219218	 99.90	 5.20		 0	 119.46590096	 -45.57785263	 -0.00000252	 0.00000556
219226	 99.90	 4.10		 7	 119.55993883	 -49.24496489	 -0.00000462	 0.00000222
219240	 99.90	 6.00		 0	 119.75734292	 -45.21607435	 -0.00000420	 -0.00000111
219339	 99.90	 5.50		 2	 120.68665558	 -41.31000366	 -0.00000084	 0.00000278
219422	 99.90	 5.00		 0	 121.66821858	 -45.26629927	 0.00000000	 0.00000000
219493	 99.90	 5.90		 0	 122.28988145	 -48.68447846	 0.00000000	 -0.00000111
219501	 99.90	 4.80		 2	 122.37209347	 -47.34572256	 -0.00000168	 -0.00000139
219502	 99.90	 5.20		 0	 122.39979771	 -44.12311857	 -0.00000210	 -0.00000306
219504	 99.90	 1.90		 0	 122.38333548	 -47.33669446	 -0.00000042	 0.00000139
219513	 4.70	 5.40		 0	 122.42984363	 -47.93802248	 0.00000042	 -0.00000583
219515	 99.90	 5.40		 0	 122.43003958	 -47.93739509	 0.00000126	 0.00000028
219565	 99.90	 5.90		 0	 122.79632304	 -48.46205903	 0.00000630	 -0.00000111
219569	 99.90	 4.90		 2	 122.85808963	 -42.98727116	 0.00000168	 0.00000111
219629	 99.90	 5.30		 0	 123.40106474	 -46.99191699	 0.00000126	 -0.00000111
219635	 99.90	 4.40		 2	 123.51215671	 -40.34795905	 0.00001722	 -0.00001889
219657	 99.90	 6.00		 2	 123.59948582	 -45.83448052	 -0.00000168	 0.00000222
219848	 99.90	 4.90		 2	 125.63169508	 -48.49036201	 -0.00000546	 0.00000222
219910	 99.90	 5.30		 0	 126.46642441	 -42.15332908	 -0.00000336	 0.00000083
219982	 99.90	 5.90		 0	 127.28206622	 -44.16034938	 0.00000378	 0.00000278
219985	 99.90	 5.50		 2	 127.26956199	 -47.92908949	 -0.00000462	 -0.00000028
219996	 99.90	 5.20		 2	 127.36485808	 -44.72511065	 0.00000168	 -0.00000083
220138	 99.90	 4.90		 0	 128.68245865	 -49.94421257	 0.00000378	 0.00000500
220204	 99.90	 4.10		 0	 129.41110023	 -42.98915963	 -0.00000210	 0.00000194
220252	 99.90	 5.20		 2	 130.08029626	 -40.26418399	 -0.00001596	 -0.00000111
220261	 99.90	 5.70		 0	 130.14725500	 -45.19131912	 0.00000504	 -0.00000083
220265	 99.90	 4.10		 0	 130.15675464	 -46.64878619	 0.00000084	 0.00000083
220284	 99.90	 4.90		 0	 130.30446723	 -47.31709472	 -0.00000504	 0.00000194
220300	 99.90	 5.20		 0	 130.48706722	 -45.41083595	 -0.00000126	 -0.00000056
220313	 99.90	 5.50		 0	 130.56668432	 -48.09926718	 -0.00001008	 -0.00000222
220361	 99.90	 5.20		 0	 130.91887587	 -49.82286809	 0.00001260	 0.00000028
220371	 99.90	 4.10		 2	 131.10003832	 -42.64925975	 -0.00000462	 0.00000500
220422	 99.90	 4.10		 0	 131.50719717	 -46.04164953	 -0.00000042	 -0.00000028
220442	 99.90	 5.50		 0	 131.62759283	 -45.91283024	 0.00000252	 -0.00000306
220464	 99.90	 5.80		 0	 131.82873490	 -46.15568593	 0.00000126	 -0.00000222
220531	 99.90	 5.40		 0	 132.41325576	 -40.32045305	 -0.00000294	 -0.00000389
220540	 99.90	 5.00		 0	 132.44916419	 -45.30785534	 0.00000378	 0.00000444
220561	 99.90	 4.90		 2	 132.63948078	 -46.52927231	 -0.00000042	 -0.00000056
220636	 99.90	 5.30		 0	 133.46124350	 -47.52096119	 0.00000252	 -0.00000778
220703	 99.90	 5.90		 0	 134.48241910	 -48.57324497	 0.00000168	 -0.00000111
220717	 99.90	 5.20		 2	 134.71798161	 -47.23471711	 -0.00003570	 0.00001500
220730	 99.90	 4.40		 0	 135.02271906	 -41.25387841	 -0.00001344	 0.00001139
220760	 99.90	 5.50		 0	 135.33674015	 -41.86443449	 -0.00000840	 0.00000139
220803	 99.90	 3.70		 0	 136.03870308	 -47.09783343	 -0.00001890	 -0.00000389
220878	 99.90	 2.20		 0	 136.99921561	 -43.43257641	 -0.00000588	 0.00000389
220928	 99.90	 5.00		 0	 137.76839510	 -44.86795767	 -0.00000042	 0.00000056
220937	 99.90	 5.90		 0	 137.88857820	 -46.58380817	 -0.00000756	 0.00000278
220952	 99.90	 5.70		 2	 138.12746215	 -43.61360421	 -0.00000462	 0.00000056
220965	 99.90	 5.90		 0	 138.39384121	 -47.33870039	 -0.00000672	 0.00000083
220972	 99.90	 5.90		 0	 138.53366187	 -44.14614633	 -0.00001512	 0.00000056
220978	 99.90	 5.10		 2	 138.60202894	 -43.22754855	 -0.00000798	 0.00000278
221010	 99.90	 6.00		 0	 139.01752892	 -44.89854102	 0.00000672	 0.00000250
221014	 99.90	 5.00		 0	 139.09614162	 -44.26585731	 0.00000084	 -0.00000028
221103	 99.90	 5.80		 0	 140.46214167	 -42.19505933	 0.00002016	 -0.00001667
221109	 99.90	 6.00		 0	 140.60009621	 -46.04775268	 0.00000126	 0.00000417
221234	 99.90	 3.60		 1	 142.67510944	 -40.46672579	 -0.00006720	 0.00002028
221262	 99.90	 5.40		 0	 143.08045144	 -40.64945642	 0.00000504	 -0.00000306
221288	 99.90	 5.40		 2	 143.43538861	 -49.00509258	 -0.00000714	 0.00000278
221344	 99.90	 4.50		 0	 144.20725987	 -49.35519570	 -0.00004578	 0.00000750
221355	 99.90	 5.50		 0	 144.50617263	 -43.19095716	 0.00001134	 -0.00000917
221484	 99.90	 5.70		 0	 146.62669019	 -44.75499098	 -0.00000336	 0.00000056
221523	 99.90	 5.30		 2	 147.48806092	 -45.73286356	 -0.00001050	 0.00000111
221538	 99.90	 6.00		 0	 147.67492372	 -46.93443612	 -0.00001386	 0.00000444
221547	 99.90	 5.70		 0	 147.83266536	 -46.19396354	 -0.00001386	 0.00000889
221553	 99.90	 4.60		 0	 147.91995265	 -46.54790548	 -0.00000336	 -0.00000028
221592	 99.90	 5.90		 2	 148.57335338	 -45.28392461	 -0.00000798	 -0.00000222
221773	 99.90	 5.20		 2	 151.54732110	 -47.37009448	 0.00000420	 -0.00001583
221877	 99.90	 6.00		 0	 153.44131742	 -40.34594223	 -0.00002856	 0.00000472
221895	 99.90	 4.10		 0	 153.68413817	 -42.12213724	 -0.00005418	 0.00001167
221910	 99.90	 5.80		 0	 153.88112571	 -43.11263208	 0.00000336	 -0.00001778
221970	 99.90	 5.60		 0	 155.06950936	 -47.69927260	 -0.00000462	 -0.00000111
221998	 99.90	 5.00		 0	 155.58170573	 -41.65011783	 -0.00000882	 0.00001500
222081	 99.90	 6.00		 0	 157.00816432	 -49.40544813	 0.00000252	 -0.00001000
222129	 99.90	 6.00		 0	 158.14011504	 -44.61878282	 -0.00000420	 -0.00000889
222136	 99.90	 5.10		 0	 158.23741076	 -47.00344433	 -0.00000420	 0.00000083
222199	 99.90	 4.10		 1	 159.32527350	 -48.22580038	 -0.00006510	 -0.00000472
222321	 99.90	 2.80		 0	 161.69253256	 -49.42009809	 0.00003150	 -0.00001333
222485	 99.90	 5.90		 0	 164.99767974	 -43.80712422	 -0.00002268	 0.00000306
222487	 99.90	 4.60		 0	 165.03866744	 -42.22598989	 0.00001008	 0.00000056
222538	 99.90	 5.90		 0	 166.13017592	 -47.67879508	 -0.00004620	 0.00001222
222581	 99.90	 5.30		 2	 166.81903874	 -42.63865716	 -0.00003654	 0.00001194
222639	 99.90	 5.70		 0	 168.13791873	 -49.10091465	 -0.00004074	 0.00001028
222647	 99.90	 5.80		 0	 168.31139380	 -44.37224071	 0.00000084	 0.00000000
222813	 99.90	 5.30		 2	 172.14614497	 -42.67419316	 -0.00001512	 0.00000222
222856	 99.90	 5.70		 0	 173.20062833	 -40.43609202	 -0.00002394	 0.00001722
222863	 99.90	 5.50		 2	 173.40534107	 -40.58682294	 -0.00002604	 0.00000667
222883	 99.90	 5.60		 0	 173.73691186	 -49.13667296	 -0.00007266	 0.00004667
222887	 99.90	 5.60		 0	 173.80525372	 -47.37248085	 -0.00003654	 -0.00000111
222895	 99.90	 5.40		 0	 173.98161649	 -47.64171954	 0.00001386	 -0.00001417
222917	 99.90	 5.50		 0	 174.39149174	 -47.74716731	 -0.00002982	 0.00000750
222960	 99.90	 5.70		 0	 175.33256265	 -43.09582952	 -0.00003066	 0.00000000
223009	 99.90	 5.40		 0	 176.43292963	 -45.69004984	 -0.00001890	 0.00000250
223020	 99.90	 5.00		 0	 176.62945881	 -40.50043921	 -0.00056364	 0.00011139
223062	 99.90	 4.70		 0	 177.78605532	 -45.17366056	 -0.00003108	 -0.00000389
223193	 99.90	 5.30		 0	 180.91498985	 -42.43421257	 0.00012516	 -0.00003278
223235	 99.90	 5.60		 0	 182.06131093	 -48.69275656	 -0.00001050	 -0.00000472
223241	 99.90	 5.90		 0	 182.22420289	 -44.32619380	 -0.00001806	 -0.00001361
223242	 99.90	 5.60		 0	 182.22709002	 -41.23153419	 -0.00000924	 -0.00000167
223297	 99.90	 5.30		 2	 183.51095311	 -45.72386353	 -0.00001680	 0.00000194
223454	 99.90	 4.20		 0	 187.01014627	 -50.23080387	 -0.00001176	 -0.00000528
223471	 99.90	 5.90		 0	 187.49135479	 -41.73608731	 0.00000294	 -0.00000694
223527	 99.90	 5.90		 0	 188.67651325	 -44.67329118	 -0.00003234	 -0.00005972
223542	 99.90	 5.20		 0	 188.93974678	 -41.02212607	 -0.00003906	 -0.00000139
223560	 99.90	 4.00		 0	 189.42574293	 -48.54125042	 -0.00007770	 -0.00000139
223601	 99.90	 5.80		 0	 190.34577654	 -46.14564427	 -0.00002898	 0.00001583
223603	 99.90	 2.40		 1	 190.37925963	 -48.95965931	 -0.00008064	 -0.00000139
223614	 99.90	 4.60		 0	 190.64758904	 -48.81314249	 -0.00005376	 -0.00000889
223731	 99.90	 4.40		 0	 193.27862765	 -48.94319249	 -0.00003570	 -0.00000556
223753	 99.90	 6.00		 0	 193.74379850	 -44.15207415	 -0.00008694	 -0.00006250
223760	 99.90	 5.50		 0	 193.83102791	 -42.91583476	 -0.00001386	 -0.00000417
223870	 99.90	 5.00		 0	 195.88827429	 -49.52736786	 -0.00002562	 -0.00000389
223900	 99.90	 5.00		 2	 196.56964110	 -48.46349257	 -0.00001260	 -0.00000611
223905	 99.90	 5.70		 0	 196.64619116	 -41.58861766	 0.00001680	 -0.00000556
223909	 99.90	 4.40		 0	 196.72763714	 -49.90618993	 -0.00001260	 -0.00000250
223960	 99.90	 5.80		 0	 197.78692475	 -42.23299545	 -0.00003024	 -0.00000667
223966	 99.90	 5.30		 0	 197.84666250	 -43.36879072	 -0.00004494	 -0.00000750
224000	 99.90	 6.00		 0	 198.67965863	 -48.95679222	 -0.00005502	 -0.00002250
224032	 99.90	 5.90		 0	 199.30797125	 -43.97938805	 -0.00000126	 -0.00000139
224080	 99.90	 5.80		 0	 200.24035096	 -46.88052765	 -0.00003066	 0.00000111
224148	 99.90	 5.80		 0	 201.73400147	 -41.49810348	 -0.00000168	 -0.00000528
224275	 99.90	 6.00		 0	 204.27508109	 -44.14321278	 -0.00001974	 -0.00000417
224283	 99.90	 6.00		 0	 204.34865635	 -46.42836925	 -0.00000378	 -0.00000917
224317	 99.90	 5.60		 0	 204.99875225	 -49.95016790	 -0.00004914	 0.00000306
224359	 99.90	 6.00		 0	 205.72913620	 -41.40115096	 -0.00002184	 -0.00001361
224469	 99.90	 3.50		 0	 207.37637841	 -41.68774283	 -0.00000798	 -0.00000583
224471	 99.90	 3.30		 0	 207.40430324	 -42.47382345	 -0.00000756	 -0.00000611
224489	 99.90	 5.90		 0	 207.94674951	 -46.89912243	 -0.00000714	 -0.00000861
224514	 99.90	 5.90		 2	 208.48726605	 -47.12805009	 -0.00001554	 -0.00000028
224538	 99.90	 3.10		 0	 208.88500376	 -47.28833910	 -0.00002352	 -0.00001139
224555	 99.90	 5.90		 0	 209.08140803	 -46.59252229	 -0.00006678	 -0.00002111
224577	 99.90	 4.00		 0	 209.56783734	 -42.10078997	 -0.00000882	 -0.00000583
224585	 99.90	 4.20		 0	 209.66996252	 -44.80356865	 -0.00000966	 -0.00000556
224621	 99.90	 4.40		 0	 210.43102951	 -45.60349938	 0.00000084	 -0.00000528
224673	 99.90	 4.50		 0	 211.51177955	 -41.17963394	 -0.00000630	 -0.00000556
224791	 99.90	 5.80		 0	 213.67760147	 -41.83762349	 -0.00004998	 -0.00000583
224833	 99.90	 4.10		 0	 214.85101029	 -46.05789690	 -0.00000504	 0.00000056
224838	 99.90	 5.70		 2	 215.04062272	 -43.05887086	 -0.00000378	 0.00000278
224843	 99.90	 5.00		 0	 215.17735170	 -45.18727461	 0.00001344	 -0.00002222
224919	 99.90	 4.60		 0	 216.53439413	 -45.22142979	 -0.00000462	 -0.00000333
224920	 99.90	 4.50		 2	 216.54514396	 -45.37942754	 0.00000630	 -0.00000222
224929	 99.90	 5.90		 2	 216.80093992	 -46.13447789	 -0.00006174	 -0.00002278
224969	 99.90	 5.50		 2	 217.53584049	 -45.32171921	 -0.00001806	 -0.00001111
224972	 99.90	 5.50		 2	 217.58718612	 -49.51918431	 -0.00002268	 -0.00001306
225044	 99.90	 2.60		 0	 218.87686587	 -42.15782049	 -0.00001302	 -0.00000861
225046	 99.90	 5.80		 2	 218.88134469	 -41.51735945	 -0.00000756	 -0.00000472
225054	 99.90	 5.40		 2	 219.07910343	 -46.24539970	 -0.00001554	 0.00000528
225062	 99.90	 5.40		 2	 219.33399526	 -46.13386655	 -0.00000588	 -0.00000556
225071	 99.90	 4.10		 0	 219.47170342	 -49.42562886	 -0.00001344	 -0.00000528
225128	 99.90	 2.90		 0	 220.48257036	 -47.38818333	 -0.00000714	 -0.00000472
225178	 99.90	 5.90		 0	 221.62147507	 -47.44117507	 -0.00000924	 -0.00000417
225248	 99.90	 4.50		 0	 222.90998828	 -43.57543203	 -0.00000756	 -0.00000750
225306	 99.90	 5.80		 2	 224.13322153	 -47.87917568	 -0.00001638	 -0.00000556
225335	 99.90	 2.80		 0	 224.63303857	 -43.13403206	 -0.00001386	 -0.00001111
225344	 99.90	 3.40		 0	 224.79048858	 -42.10426496	 -0.00000672	 -0.00000667
225426	 99.90	 4.00		 2	 226.28001437	 -47.05112532	 -0.00000798	 -0.00000528
225435	 99.90	 5.30		 2	 226.32987260	 -41.06729234	 0.00000756	 -0.00000083
225456	 99.90	 5.80		 0	 226.85795194	 -49.08840641	 0.00000588	 0.00000472
225474	 99.90	 6.00		 0	 227.05032718	 -40.58437584	 -0.00001344	 -0.00001306
225479	 99.90	 6.00		 0	 227.16317297	 -42.86779051	 -0.00001008	 -0.00000500
225483	 99.90	 4.40		 2	 227.21087688	 -45.27983540	 -0.00000630	 -0.00000528
225525	 99.90	 4.10		 0	 227.98367347	 -48.73783403	 -0.00004116	 -0.00001306
225526	 99.90	 6.00		 0	 227.99021894	 -48.74370055	 -0.00004368	 -0.00001111
225539	 99.90	 4.90		 0	 228.20619431	 -44.50061883	 -0.00001344	 -0.00000778
225600	 99.90	 5.20		 0	 229.01692759	 -41.49122569	 -0.00000168	 -0.00000167
225638	 99.90	 4.40		 2	 229.63334445	 -47.87513919	 -0.00001092	 -0.00001056
225647	 99.90	 5.80		 0	 229.73513617	 -40.78831451	 -0.00000504	 -0.00000667
225691	 99.90	 3.40		 0	 230.34312425	 -40.64769515	 -0.00000546	 -0.00000806
225697	 99.90	 5.70		 0	 230.45093661	 -48.31766159	 -0.00068040	 -0.00007694
225703	 99.90	 5.10		 0	 230.53473688	 -47.92791435	 -0.00005670	 -0.00003833
225712	 99.90	 3.70		 2	 230.67034515	 -44.68943828	 -0.00000756	 -0.00000361
225825	 99.90	 5.00		 0	 232.35117875	 -46.73284429	 -0.00000420	 -0.00000250
225938	 99.90	 3.00		 2	 233.78531669	 -41.16682833	 -0.00000546	 -0.00000778
225950	 99.90	 4.80		 2	 233.97170050	 -44.95859676	 -0.00001008	 -0.00000833
225957	 99.90	 5.50		 0	 234.05053780	 -44.39671060	 -0.00001764	 -0.00001389
226004	 99.90	 4.30		 2	 234.51363397	 -42.56734566	 -0.00005502	 0.00001667
226064	 99.90	 4.70		 0	 235.29718440	 -44.66115478	 -0.00006972	 -0.00007278
226254	 99.90	 6.00		 0	 237.48950964	 -48.91206999	 -0.00001386	 -0.00000028
226425	 99.90	 5.10		 0	 239.87631057	 -41.74436197	 -0.00001386	 -0.00000361
226466	 99.90	 4.70		 0	 240.80335260	 -49.22985083	 0.00001218	 0.00000139
226500	 99.90	 4.80		 0	 241.62273640	 -45.17324975	 0.00000084	 0.00000778
226600	 99.90	 5.40		 0	 243.81395812	 -47.37218062	 -0.00001344	 -0.00001417
226619	 99.90	 5.00		 0	 244.25377501	 -50.06822647	 -0.00000210	 -0.00000111
226650	 99.90	 5.60		 2	 244.82382066	 -42.67389580	 0.00000588	 -0.00000306
226693	 99.90	 5.50		 0	 245.61675844	 -49.57228720	 -0.00000462	 -0.00000667
226696	 99.90	 6.00		 2	 245.62044198	 -43.91211017	 -0.00001050	 -0.00000389
226773	 99.90	 4.80		 2	 246.79626754	 -47.55507282	 -0.00000210	 -0.00000806
226813	 99.90	 5.50		 0	 247.42623830	 -46.24338346	 -0.00000336	 -0.00000278
226855	 99.90	 5.50		 2	 247.92370965	 -41.81705659	 -0.00000588	 0.00000000
226900	 99.90	 5.10		 0	 248.52060125	 -44.04535213	 -0.00000378	 -0.00000111
226953	 99.90	 5.60		 0	 249.09395975	 -42.85904030	 -0.00000252	 -0.00000250
227049	 99.90	 5.60		 2	 250.33481031	 -48.76298689	 -0.00000336	 -0.00000083
227058	 99.90	 5.90		 0	 250.41793105	 -49.65125112	 0.00000336	 0.00000250
227146	 99.90	 5.70		 0	 251.17704826	 -40.83979765	 -0.00000966	 -0.00000750
227313	 99.90	 5.40		 0	 252.89061953	 -41.23057563	 0.00000042	 -0.00000028
227359	 99.90	 5.70		 0	 253.42699072	 -43.05081564	 -0.00000630	 -0.00000750
227375	 99.90	 4.90		 0	 253.49900295	 -42.36211211	 0.00000126	 -0.00000111
227377	 99.90	 5.30		 2	 253.50758242	 -41.80645400	 -0.00000294	 -0.00000222
227383	 99.90	 6.00		 2	 253.54914079	 -41.85018731	 0.00000420	 -0.00001083
227392	 99.90	 5.80		 0	 253.61221544	 -42.47885402	 -0.00000126	 -0.00000139
227402	 99.90	 3.80		 0	 253.64600736	 -42.36148758	 -0.00004704	 -0.00006555
227425	 99.90	 6.00		 2	 253.74332427	 -41.15115907	 -0.00000630	 -0.00000361
227688	 99.90	 5.10		 2	 257.67653369	 -44.55758518	 -0.00001302	 -0.00001556
227699	 99.90	 6.00		 0	 257.91220908	 -48.87416480	 0.00001260	 -0.00000861
227707	 99.90	 3.40		 0	 258.03847585	 -43.23912116	 0.00000966	 -0.00007916
227816	 99.90	 5.60		 2	 259.76341804	 -46.63393913	 0.00039900	 0.00006222
227886	 99.90	 5.50		 2	 260.81708093	 -47.46812244	 -0.00000378	 -0.00000444
227911	 99.90	 5.10		 0	 261.05440586	 -44.16257132	 -0.00000420	 -0.00000778
227971	 99.90	 5.80		 2	 261.71458927	 -45.84351893	 -0.00001596	 -0.00001111
228069	 99.90	 3.00		 0	 262.96075229	 -49.87627350	 -0.00001134	 -0.00002028
228162	 99.90	 4.60		 0	 263.91489008	 -46.50564180	 -0.00001176	 -0.00000972
228201	 99.90	 2.00		 0	 264.32991508	 -42.99780156	 0.00000630	 0.00000000
